ticker,source_file,event_date,event_trade_date,price_before_er_release,price_open_on_er_release,price_after_er_release,price_high_after_er_release,price_low_after_er_release,gap_pct,return_1d,return_5d,return_10d,rv_10d_annualized,return_1d_pct
A,A.xlsx,2016-02-16,2016-02-16,36.22,36.72,37.08,37.17,36.4,0.0138045274198996,0.021305206629425,0.0024270855837782,0.0407227143195168,0.2579548400169822,2.130520662942503
A,A.xlsx,2016-05-16,2016-05-16,42.62,42.61,42.94,43.07,42.5,-0.0002345922520828,0.0342338441480241,0.0379599701966773,0.0687005323075284,0.0847559700434175,3.423384414802411
A,A.xlsx,2016-08-17,2016-08-17,48.28,48.63,48.43,48.63,48.08,0.0072494262151565,-0.0353086738322796,-0.0357216504508557,-0.0299401353252621,0.1868075851812502,-3.530867383227965
A,A.xlsx,2016-11-15,2016-11-15,45.33,45.33,45.4,46.0,44.95,0.0,0.0171805892749201,-0.0207048988945612,-0.0312775756809864,0.2273129619397975,1.718058927492017
A,A.xlsx,2017-02-14,2017-02-14,50.52,50.24,50.39,50.68,50.09,-0.0055423352486103,0.0244095962916206,0.0188529623823454,0.0327446228589927,0.1631023475229399,2.440959629162065
A,A.xlsx,2017-05-22,2017-05-22,56.13,56.52,56.08,56.52,55.85,0.0069481450601642,0.0460056692603161,0.0764978060049645,0.071683247357533,0.1052042582401481,4.600566926031613
A,A.xlsx,2017-08-15,2017-08-15,59.62,59.7,59.38,59.88,59.11,0.0013418623362622,0.0464802672934814,0.0602896253277391,0.0692152330148487,0.1661651829025157,4.648026729348143
A,A.xlsx,2017-11-20,2017-11-20,68.79,69.28,69.96,70.23,68.95,0.0071230972125038,-0.0007146286880723,0.0090051066561234,-0.0590336950752563,0.2707951972532054,-0.0714628688072371
A,A.xlsx,2018-02-14,2018-02-14,68.34,67.8,69.7,69.89,67.62,-0.0079015703112266,0.0332855064046415,0.0140603070278657,-0.0332855064046416,0.1378753431588687,3.328550640464156
A,A.xlsx,2018-05-14,2018-05-14,69.45,69.73,69.21,70.45,69.0,0.0040317699207399,-0.0969512956687504,-0.0528824748032104,-0.1063430242408829,0.2531950763262015,-9.69512956687505
A,A.xlsx,2018-08-14,2018-08-14,65.94,66.05,66.75,67.26,66.05,0.0016681923912469,-0.0302621219935042,-0.0272659130310744,-0.0008988398291198,0.117947507093062,-3.02621219935042
A,A.xlsx,2018-11-19,2018-11-19,64.99,64.67,62.61,64.96,62.4,-0.0049238299021796,0.0784219131903833,0.1078102529020579,0.1645105087262189,0.2737744301178536,7.842191319038339
A,A.xlsx,2019-02-20,2019-02-20,77.52,77.53,78.56,78.8,77.33,0.0001290265307483,-0.0085284901956061,0.0109470549526193,0.0024185647570131,0.1880756409357835,-0.8528490195606198
A,A.xlsx,2019-05-14,2019-05-14,73.84,74.43,76.01,76.67,74.3,0.0079903033118433,-0.1101171228962831,-0.1011709278421501,-0.1145901702365695,0.1841017862866418,-11.01171228962831
A,A.xlsx,2019-08-14,2019-08-14,67.64,66.58,65.59,67.02,65.35,-0.0156711645203824,0.0609849096406984,0.100777572486813,0.0663211822898468,0.2358159886795235,6.098490964069847
A,A.xlsx,2019-11-25,2019-11-25,79.12,79.45,80.26,80.46,79.3,0.0041708062462675,0.0085969946878463,-0.0019935666315805,0.0332668589319664,0.1222475251190918,0.859699468784636
A,A.xlsx,2020-02-18,2020-02-18,85.82,85.66,84.79,86.08,84.53,-0.0018643210590048,0.0066045235587584,-0.0806699362357544,-0.0527184947804918,0.5549582555557683,0.6604523558758402
A,A.xlsx,2020-05-21,2020-05-21,81.71,81.72,80.75,82.19,80.46,0.0001224101865442,0.0523839425007255,0.0915170203052437,0.1192569319308727,0.1363491607322627,5.238394250072553
A,A.xlsx,2020-08-18,2020-08-18,97.51,97.71,97.86,98.71,97.11,0.0020510403431512,0.0010218523758165,0.0049049225888548,0.0333129175955229,0.1312114599477482,0.1021852375816534
A,A.xlsx,2020-11-23,2020-11-23,110.89,111.4,112.21,112.42,109.56,0.0045991716028277,0.0220123094274662,0.0280723781443716,0.0427769636478148,0.2148831370246294,2.201230942746624
A,A.xlsx,2021-02-16,2021-02-16,127.98,129.31,127.95,131.08,127.85,0.010392203209675,0.0169597359961104,-0.0432199993059307,-0.0336850149385874,0.2970918509969248,1.695973599611045
A,A.xlsx,2021-05-25,2021-05-25,133.34,133.41,133.23,134.8,133.01,0.0005250286946263,0.0004503307101837,0.0250695166538184,0.0517902077350826,0.1900090950410524,0.0450330710183743
A,A.xlsx,2021-08-17,2021-08-17,162.07,161.73,160.91,161.84,159.29,-0.0020979304085517,0.0131129237606773,0.0600335805248886,0.0904853472576379,0.1654324753909437,1.31129237606773
A,A.xlsx,2021-11-22,2021-11-22,164.3,165.0,162.78,165.68,162.78,0.0042604804335983,-0.0491460871113944,-0.0729819693568117,-0.055166456535698,0.2369140147178318,-4.914608711139445
A,A.xlsx,2022-02-22,2022-02-22,132.05,130.87,130.49,132.69,129.26,-0.0089360689685694,-0.034408807603271,0.01103522968809,-0.0089661898972531,0.4036997806003647,-3.440880760327103
A,A.xlsx,2022-05-24,2022-05-24,125.98,125.32,124.41,126.0,123.8,-0.005238955743154,-0.0323929450210184,-0.0106101381349028,0.0195321324994168,0.4866646631132977,-3.239294502101842
A,A.xlsx,2022-08-16,2022-08-16,133.9,132.89,132.77,133.42,131.66,-0.0075429018138473,0.0717028598879581,-0.0009791735981699,-0.0338179208305966,0.2893632550003243,7.17028598879581
A,A.xlsx,2022-11-21,2022-11-21,146.19,145.62,145.14,147.16,144.43,-0.0038990855373109,0.0807496298056276,0.0399614377576706,0.0427863217581774,0.2698736903659718,8.074962980562761
A,A.xlsx,2023-02-28,2023-02-28,142.18,141.75,141.97,143.38,141.39,-0.0030242839916427,-0.0314151347152119,-0.0115517318838289,-0.0251462090126273,0.3135434017843319,-3.141513471521196
A,A.xlsx,2023-05-23,2023-05-23,129.09,129.03,128.64,130.54,127.91,-0.0004647731063274,-0.0594682957258665,-0.1008240149427956,-0.0936722878492758,0.2008464692384229,-5.946829572586654
A,A.xlsx,2023-08-15,2023-08-15,126.65,126.31,125.65,127.18,125.25,-0.0026845950508392,-0.0341424660838047,-0.0637485239869314,-0.028889811689058,0.1501686043441175,-3.414246608380478
A,A.xlsx,2023-11-20,2023-11-20,113.15,113.25,113.98,114.5,112.39,0.0008837690921128,0.0872082340696567,0.0941392824313014,0.12195116237149,0.1805002601608716,8.720823406965671
A,A.xlsx,2024-02-27,2024-02-27,131.49,131.45,132.55,133.18,130.87,-0.0003042706156397,0.0336476148803752,0.0890230311586652,0.1153526437880383,0.1788066577484206,3.364761488037527
A,A.xlsx,2024-05-29,2024-05-29,148.21,146.74,145.48,146.99,144.75,-0.0099183668720904,-0.0966455730788299,-0.0819356510792699,-0.0846851280398927,0.1738484806618968,-9.664557307882992
A,A.xlsx,2024-08-21,2024-08-21,139.75,139.98,139.99,140.79,139.15,0.0016457654922295,0.0016429439139518,0.0076433461207481,-0.0116437232577442,0.1682444108311308,0.1642943913951811
A,A.xlsx,2024-11-25,2024-11-25,133.84,134.53,134.49,135.61,133.76,0.0051554278264045,-0.0008923367616536,0.0356159795560144,0.0553200005854364,0.2470132068082313,-0.0892336761653678
A,A.xlsx,2025-02-26,2025-02-26,134.18,135.0,134.47,136.47,133.65,0.0061112488372252,-0.0549564908348544,-0.0591953522139712,-0.1087231547100717,0.2949434520169144,-5.495649083485443
A,A.xlsx,2025-05-28,2025-05-28,111.26,110.83,110.88,111.58,110.14,-0.0038648238083733,0.0216450359427198,0.0366162093123891,0.0797258674806888,0.2414182869604785,2.164503594271983
A,A.xlsx,2025-08-27,2025-08-27,118.3,118.5,118.69,119.2,117.51,0.0016905912348512,0.0528266620110797,0.0824837230158945,0.0677394957464632,0.2610597564103703,5.282666201107977
A,A.xlsx,2025-11-24,2025-11-24,151.25,151.9,153.6,153.6,150.47,0.0042974803073347,0.023437439464035,-0.0311849502251565,-0.0843750403573099,0.2070169729556777,2.343743946403509
ABNB,ABNB.xlsx,2021-02-25,2021-02-25,200.2,197.41,182.06,199.8,180.0,-0.0139360306126983,0.1334176033760763,-0.0100516415225465,0.0868394912150072,0.6213369646316202,13.34176033760763
ABNB,ABNB.xlsx,2021-05-14,2021-05-14,135.75,137.68,141.2,142.25,131.67,0.0142172572801564,-0.0616147105968509,-0.0459631046362837,-0.0056657441150729,0.396649191101957,-6.161471059685097
