Date,Adj Close,Close,High,Low,Open,Volume,BenchmarkClose
2025-11-19,186.49951171875,186.52000427246094,187.86000061035156,182.8300018310547,184.7899932861328,247246400,6642.16015625
2025-11-20,180.6201629638672,180.63999938964844,196.0,179.85000610351562,195.9499969482422,343504800,6538.759765625
2025-11-21,178.86036682128906,178.8800048828125,184.55999755859375,172.92999267578125,181.24000549316406,346926200,6602.990234375
2025-11-24,182.52996826171875,182.5500030517578,183.5,176.47999572753906,179.49000549316406,256618300,6705.1201171875
2025-11-25,177.80047607421875,177.82000732421875,178.16000366210938,169.5500030517578,174.91000366210938,320600300,6765.8798828125
2025-11-26,180.24020385742188,180.25999450683594,182.91000366210938,178.24000549316406,181.6300048828125,183852000,6812.60986328125
2025-11-28,176.98056030273438,177.0,179.2899932861328,176.5,179.00999450683594,121332800,6849.08984375
2025-12-01,179.90025329589844,179.9199981689453,180.3000030517578,173.67999267578125,174.75999450683594,188131000,6812.6298828125
2025-12-02,181.44007873535156,181.4600067138672,185.66000366210938,180.0,181.75999450683594,182632200,6829.3701171875
2025-12-03,179.57028198242188,179.58999633789062,182.4499969482422,179.11000061035156,181.0800018310547,165138000,6849.72021484375
2025-12-04,183.37008666992188,183.3800048828125,184.52000427246094,179.9600067138672,181.6199951171875,167364900,6857.1201171875
2025-12-05,182.40013122558594,182.41000366210938,184.66000366210938,180.91000366210938,183.88999938964844,143971100,6870.39990234375
2025-12-08,185.5399627685547,185.5500030517578,188.0,182.39999389648438,182.63999938964844,204378100,6846.509765625
2025-12-09,184.95999145507812,184.97000122070312,185.72000122070312,183.32000732421875,185.55999755859375,144719700,6840.509765625
2025-12-10,183.77005004882812,183.77999877929688,185.47999572753906,182.0399932861328,184.97000122070312,162785400,6886.68017578125
2025-12-11,180.92019653320312,180.92999267578125,181.32000732421875,176.6199951171875,180.27999877929688,182136600,6901.0
2025-12-12,175.01052856445312,175.02000427246094,182.82000732421875,174.6199951171875,181.11000061035156,204274900,6827.41015625
2025-12-15,176.28045654296875,176.2899932861328,178.4199981689453,175.02999877929688,177.94000244140625,164775600,6816.509765625
2025-12-16,177.71038818359375,177.72000122070312,178.49000549316406,174.89999389648438,176.25999450683594,148588100,6800.259765625
2025-12-17,170.93075561523438,170.94000244140625,176.1300048828125,170.30999755859375,176.10000610351562,222775500,6721.43017578125
2025-12-18,174.1305694580078,174.13999938964844,176.14999389648438,171.82000732421875,174.52999877929688,176096000,6774.759765625
2025-12-19,180.98020935058594,180.99000549316406,181.4499969482422,176.33999633789062,176.6699981689453,324925900,6834.5
2025-12-22,183.6800537109375,183.69000244140625,184.16000366210938,182.35000610351562,183.9199981689453,129064400,6878.490234375
2025-12-23,189.19976806640625,189.2100067138672,189.3300018310547,182.89999389648438,182.97000122070312,174873600,6909.7900390625
2025-12-24,188.59979248046875,188.61000061035156,188.91000366210938,186.58999633789062,187.94000244140625,65528500,6932.0498046875
2025-12-26,190.51968383789062,190.52999877929688,192.69000244140625,188.0,189.9199981689453,139740300,6929.93994140625
2025-12-29,188.20980834960938,188.22000122070312,188.75999450683594,185.91000366210938,187.7100067138672,120006100,6905.740234375
2025-12-30,187.52984619140625,187.5399932861328,188.99000549316406,186.92999267578125,188.24000549316406,97687300,6896.240234375
2025-12-31,186.4899139404297,186.5,190.55999755859375,186.49000549316406,189.57000732421875,120100500,6845.5
2026-01-02,188.83978271484375,188.85000610351562,192.92999267578125,188.25999450683594,189.83999633789062,148240500,6858.47021484375
2026-01-05,188.1098175048828,188.1199951171875,193.6300048828125,186.14999389648438,191.75999450683594,183529700,6902.0498046875
2026-01-06,187.22987365722656,187.24000549316406,192.1699981689453,186.82000732421875,190.52000427246094,176862600,6944.81982421875
2026-01-07,189.09976196289062,189.11000061035156,191.3699951171875,186.55999755859375,188.57000732421875,153543200,6920.93017578125
2026-01-08,185.0299835205078,185.0399932861328,189.5500030517578,183.7100067138672,189.11000061035156,172457000,6921.4599609375
2026-01-09,184.84999084472656,184.86000061035156,186.33999633789062,183.6699981689453,185.0800018310547,131327500,6966.27978515625
2026-01-12,184.92999267578125,184.94000244140625,187.1199951171875,183.02000427246094,183.22000122070312,137968500,6977.27001953125
2026-01-13,185.79994201660156,185.80999755859375,188.11000061035156,183.39999389648438,185.0,160128900,6963.740234375
2026-01-14,183.1300811767578,183.13999938964844,184.4600067138672,180.8000030517578,184.32000732421875,159586100,6926.60009765625
2026-01-15,187.03988647460938,187.0500030517578,189.6999969482422,186.3300018310547,186.5,206188600,6944.47021484375
2026-01-16,186.21990966796875,186.22999572753906,190.44000244140625,186.0800018310547,189.0800018310547,187967200,6940.009765625
2026-01-20,178.06036376953125,178.07000732421875,182.3800048828125,177.61000061035156,181.89999389648438,223345300,6796.85986328125
2026-01-21,183.31008911132812,183.32000732421875,185.3800048828125,178.39999389648438,179.0500030517578,200381000,6875.6201171875
2026-01-22,184.82998657226562,184.83999633789062,186.1699981689453,183.92999267578125,184.75,139636600,6913.35009765625
2026-01-23,187.6598358154297,187.6699981689453,189.60000610351562,186.82000732421875,187.5,142748100,6915.60986328125
2026-01-26,186.4599151611328,186.47000122070312,189.1199951171875,185.99000549316406,187.16000366210938,124799600,6950.22998046875
2026-01-27,188.50979614257812,188.52000427246094,190.0,185.6999969482422,187.24000549316406,143711600,6978.60009765625
2026-01-28,191.5096435546875,191.52000427246094,192.35000610351562,189.83999633789062,191.27000427246094,148552700,6978.02978515625
2026-01-29,192.49957275390625,192.50999450683594,193.47999572753906,186.05999755859375,191.33999633789062,171764400,6969.009765625
2026-01-30,191.11965942382812,191.1300048828125,194.49000549316406,189.47000122070312,191.2100067138672,179489500,6939.02978515625
2026-02-02,185.59996032714844,185.61000061035156,190.3000030517578,184.8800048828125,187.1999969482422,165794100,6976.43994140625
2026-02-03,180.33023071289062,180.33999633789062,186.27000427246094,176.22999572753906,186.24000549316406,204019600,6917.81005859375
2026-02-04,174.18057250976562,174.19000244140625,179.5800018310547,171.91000366210938,179.4600067138672,207014100,6882.72021484375
2026-02-05,171.87069702148438,171.8800048828125,176.82000732421875,171.02999877929688,174.92999267578125,206312900,6798.39990234375
2026-02-06,185.39996337890625,185.41000366210938,187.0,174.60000610351562,176.69000244140625,231346200,6932.2998046875
2026-02-09,190.0297088623047,190.0399932861328,193.66000366210938,183.9499969482422,184.25999450683594,196387400,6964.81982421875
2026-02-10,188.52978515625,188.5399932861328,192.47999572753906,188.1199951171875,191.3800048828125,136764800,6941.81005859375
2026-02-11,190.0397186279297,190.0500030517578,193.25999450683594,188.77000427246094,192.4499969482422,144192700,6941.47021484375
2026-02-12,186.9298858642578,186.94000244140625,193.61000061035156,186.50999450683594,193.02999877929688,189932500,6832.759765625
2026-02-13,182.80010986328125,182.80999755859375,187.5,181.58999633789062,187.47999572753906,161888000,6836.169921875
2026-02-17,184.95999145507812,184.97000122070312,187.14999389648438,179.17999267578125,181.75,162276900,6843.22021484375
2026-02-18,187.96981811523438,187.97999572753906,190.3699951171875,186.75999450683594,188.75,164749100,6881.31005859375
2026-02-19,187.88983154296875,187.89999389648438,188.42999267578125,185.66000366210938,187.05999755859375,126554500,6861.89013671875
2026-02-20,189.8097381591797,189.82000732421875,190.3300018310547,185.94000244140625,186.57000732421875,178422300,6909.509765625
2026-02-23,191.53964233398438,191.5500030517578,193.9499969482422,189.5800018310547,191.39999389648438,171584800,6837.75
2026-02-24,192.83956909179688,192.85000610351562,193.77000427246094,187.39999389648438,191.49000549316406,175123600,6890.06982421875
2026-02-25,195.54940795898438,195.55999755859375,197.6300048828125,193.7899932861328,194.4499969482422,250637100,6946.1298828125
2026-02-26,184.87998962402344,184.88999938964844,194.2899932861328,184.32000732421875,194.27000427246094,360807900,6908.85986328125
2026-02-27,177.180419921875,177.19000244140625,182.58999633789062,176.3800048828125,181.25,311636500,6878.8798828125
2026-03-02,182.47012329101562,182.47999572753906,183.4600067138672,174.63999938964844,175.00999450683594,209095300,6881.6201171875
2026-03-03,180.04025268554688,180.0500030517578,180.89999389648438,176.9199981689453,178.49000549316406,178099400,6816.6298828125
2026-03-04,183.03009033203125,183.0399932861328,184.6999969482422,180.05999755859375,180.44000244140625,177731200,6869.5
2026-03-05,183.330078125,183.33999633789062,184.05999755859375,177.8800048828125,181.1699981689453,198779700,6830.7099609375
2026-03-06,177.8103790283203,177.82000732421875,182.75999450683594,176.82000732421875,179.83999633789062,189021900,6740.02001953125
2026-03-09,182.64010620117188,182.64999389648438,182.91000366210938,175.55999755859375,176.8300018310547,177213600,6795.990234375
2026-03-10,184.760009765625,184.77000427246094,186.44000244140625,182.00999450683594,182.39999389648438,179118500,6781.47998046875
2026-03-11,186.02999877929688,186.02999877929688,187.6199951171875,184.4499969482422,185.91000366210938,145280400,6775.7998046875
2026-03-12,183.13999938964844,183.13999938964844,184.94000244140625,181.75,184.0500030517578,155762700,6672.6201171875
2026-03-13,180.25,180.25,186.08999633789062,179.94000244140625,184.9199981689453,160988400,6632.18994140625
2026-03-16,183.22000122070312,183.22000122070312,188.8800048828125,181.41000366210938,182.97000122070312,217307400,6699.3798828125
2026-03-17,181.92999267578125,181.92999267578125,185.39999389648438,181.67999267578125,185.05999755859375,182497800,6716.08984375
2026-03-18,180.39999389648438,180.39999389648438,183.3800048828125,180.3300018310547,182.47999572753906,156683100,6624.7001953125
2026-03-19,178.55999755859375,178.55999755859375,179.97999572753906,175.7899932861328,178.00999450683594,170968500,6606.490234375
2026-03-20,172.6999969482422,172.6999969482422,178.25999450683594,171.72000122070312,178.0,241323500,6506.47998046875
2026-03-23,175.63999938964844,175.63999938964844,178.3699951171875,174.75999450683594,177.25999450683594,182836300,6581.0
2026-03-24,175.1999969482422,175.1999969482422,176.22000122070312,173.97999572753906,174.8300018310547,147667800,6556.3701171875
2026-03-25,178.67999267578125,178.67999267578125,181.22000122070312,176.85000610351562,177.10000610351562,162602100,6591.89990234375
2026-03-26,171.24000549316406,171.24000549316406,176.50999450683594,171.13999938964844,176.07000732421875,186152200,6477.16015625
2026-03-27,167.52000427246094,167.52000427246094,170.97000122070312,167.00999450683594,170.0,195294300,6368.85009765625
